Round,"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)",
20,1.0,0.9762,0.9526,0.9276,0.9017,0.8747,0.8485,0.8242,0.8016,0.7745,0.7479,0.722,0.6966,0.671,0.6471,0.619,0.5943,0.5713,0.5442,0.519,
20,1.0,0.9767,0.9536,0.9254,0.9012,0.8769,0.8518,0.8274,0.8018,0.7762,0.7525,0.7248,0.6983,0.6725,0.6469,0.623,0.5977,0.5704,0.5468,0.5241,
20,1.0,0.9764,0.9548,0.9299,0.907,0.8855,0.8606,0.8337,0.8093,0.7845,0.7611,0.738,0.711,0.6873,0.66,0.635,0.608,0.5819,0.5542,0.53,
20,1.0,0.9738,0.951,0.9271,0.9008,0.8759,0.8514,0.8277,0.8057,0.7832,0.7588,0.7338,0.7088,0.6846,0.6624,0.6391,0.6135,0.5861,0.5637,0.5378,
20,1.0,0.9744,0.9492,0.9225,0.898,0.8702,0.8444,0.8213,0.7981,0.7751,0.7526,0.7246,0.7,0.6777,0.6536,0.6294,0.6026,0.576,0.5508,0.5224,
20,1.0,0.9774,0.9516,0.9278,0.9032,0.875,0.8516,0.8273,0.8032,0.779,0.7546,0.7319,0.7071,0.6811,0.657,0.6349,0.6118,0.587,0.5619,0.5334,
20,1.0,0.9752,0.9497,0.922,0.8959,0.8703,0.8456,0.8209,0.7941,0.7678,0.7445,0.7193,0.6931,0.6675,0.6446,0.6191,0.5929,0.5687,0.5413,0.5159,
20,1.0,0.9763,0.9495,0.92,0.8967,0.8747,0.8523,0.8289,0.8037,0.778,0.7533,0.7282,0.7045,0.6773,0.6533,0.6302,0.6034,0.581,0.5562,0.5333,
20,1.0,0.9736,0.947,0.9196,0.8939,0.8664,0.8405,0.8165,0.7897,0.7625,0.7359,0.7091,0.6851,0.6613,0.6373,0.6103,0.5823,0.5563,0.527,0.5037,
20,1.0,0.9759,0.952,0.9248,0.9007,0.8761,0.85,0.8245,0.7998,0.7728,0.7451,0.7192,0.6951,0.6703,0.6437,0.6191,0.5933,0.5693,0.5434,0.5201,
20,1.0,0.9761,0.9513,0.9278,0.902,0.8762,0.85,0.8228,0.7979,0.7695,0.7431,0.7172,0.6906,0.6665,0.6392,0.6131,0.587,0.5617,0.5383,0.5133,
20,1.0,0.9736,0.9477,0.9226,0.8961,0.8705,0.843,0.8192,0.7939,0.7722,0.7474,0.7224,0.6951,0.6677,0.6438,0.6187,0.5915,0.5644,0.5382,0.5124,
20,1.0,0.9714,0.9468,0.9223,0.8962,0.8713,0.8467,0.8205,0.798,0.7739,0.7479,0.7245,0.7008,0.675,0.6486,0.6252,0.5994,0.574,0.5475,0.521,
20,1.0,0.978,0.955,0.9301,0.906,0.8807,0.8567,0.8328,0.8048,0.7816,0.7566,0.7313,0.7056,0.6791,0.6541,0.6259,0.5999,0.576,0.5499,0.5242,
20,1.0,0.9767,0.9505,0.9279,0.9049,0.8806,0.8539,0.8274,0.8018,0.7761,0.7525,0.7251,0.7001,0.6768,0.6527,0.6294,0.6069,0.5814,0.5553,0.5292,
20,1.0,0.9764,0.9487,0.9269,0.9022,0.8775,0.8536,0.8299,0.8039,0.78,0.7545,0.7288,0.7063,0.6803,0.6582,0.6315,0.6085,0.5845,0.5586,0.5322,
20,1.0,0.9781,0.9538,0.9305,0.9045,0.8778,0.8533,0.8275,0.8015,0.7712,0.7468,0.7201,0.694,0.6707,0.6445,0.6176,0.5932,0.5667,0.5402,0.5168,
20,1.0,0.9781,0.9512,0.9254,0.9025,0.8788,0.8534,0.826,0.7999,0.776,0.7522,0.7263,0.7038,0.6786,0.654,0.6285,0.6026,0.5763,0.5529,0.5269,
20,1.0,0.9765,0.9514,0.9276,0.903,0.8793,0.8533,0.8286,0.8043,0.7781,0.7517,0.7264,0.7019,0.6788,0.6526,0.6258,0.6007,0.5747,0.5474,0.5214,
20,1.0,0.9748,0.9513,0.9264,0.9028,0.8769,0.8513,0.8257,0.8029,0.7772,0.7499,0.7248,0.7027,0.6765,0.6526,0.6296,0.6043,0.5783,0.553,0.5275,
20,1.0,0.9744,0.9499,0.9261,0.9015,0.8779,0.8485,0.822,0.7972,0.7701,0.745,0.7224,0.6993,0.673,0.6465,0.6201,0.5926,0.5679,0.542,0.5189,
20,1.0,0.9739,0.9511,0.9247,0.8978,0.8714,0.8463,0.8235,0.7983,0.773,0.7518,0.7258,0.6998,0.6749,0.6465,0.6206,0.5948,0.5696,0.5443,0.5191,
20,1.0,0.975,0.9525,0.9269,0.9027,0.8791,0.8517,0.8257,0.8007,0.7749,0.7484,0.7235,0.6956,0.6694,0.6435,0.6174,0.5913,0.5668,0.5403,0.5152,
20,1.0,0.9771,0.9513,0.9226,0.8976,0.875,0.8471,0.8234,0.7992,0.7702,0.7446,0.7189,0.695,0.6676,0.6427,0.6194,0.5961,0.5705,0.5462,0.5219,
20,1.0,0.9726,0.9493,0.9252,0.9018,0.8787,0.8563,0.832,0.812,0.7882,0.7631,0.7419,0.7172,0.6929,0.6674,0.6416,0.6158,0.5938,0.5714,0.5471,
20,1.0,0.9744,0.9494,0.9245,0.9016,0.8776,0.8516,0.8257,0.801,0.7767,0.7507,0.7272,0.701,0.673,0.6464,0.6228,0.5965,0.572,0.5462,0.5225,
20,1.0,0.9741,0.9485,0.9251,0.9025,0.8764,0.8488,0.8213,0.7986,0.776,0.751,0.7261,0.7026,0.6773,0.653,0.629,0.6056,0.5796,0.5527,0.5295,
20,1.0,0.9756,0.9457,0.9227,0.899,0.8746,0.8482,0.824,0.8003,0.7767,0.751,0.7278,0.7015,0.675,0.649,0.6248,0.5983,0.5738,0.5497,0.5238,
20,1.0,0.9741,0.9512,0.9273,0.9006,0.8769,0.8539,0.8285,0.8011,0.7792,0.7556,0.7306,0.706,0.6827,0.6601,0.6315,0.6069,0.5812,0.5551,0.5317,
20,1.0,0.9769,0.9497,0.9225,0.8939,0.8682,0.8428,0.8192,0.7946,0.7701,0.7455,0.7212,0.6969,0.6726,0.6499,0.6272,0.6022,0.5797,0.5563,0.5334,
20,1.0,0.9735,0.9501,0.9226,0.8969,0.8713,0.8459,0.8237,0.797,0.7721,0.7471,0.7231,0.6969,0.6687,0.6428,0.6191,0.5945,0.5699,0.5474,0.5212,
20,1.0,0.9741,0.9485,0.9265,0.8998,0.8752,0.8515,0.8267,0.8017,0.7771,0.7508,0.7256,0.7006,0.6733,0.6505,0.6249,0.5972,0.5702,0.5444,0.5178,
20,1.0,0.9733,0.9466,0.9231,0.8973,0.8747,0.8507,0.8262,0.8021,0.7793,0.7518,0.7284,0.7039,0.6777,0.6511,0.6267,0.602,0.5773,0.5517,0.5268,
20,1.0,0.976,0.9498,0.9238,0.898,0.8743,0.8467,0.823,0.7976,0.7742,0.7503,0.7257,0.7018,0.6755,0.6508,0.6252,0.601,0.5776,0.5522,0.5272,
20,1.0,0.9759,0.9521,0.9253,0.8994,0.8761,0.853,0.8279,0.8043,0.7783,0.7556,0.7305,0.7073,0.682,0.6572,0.6333,0.6071,0.583,0.5567,0.5336,
20,1.0,0.9749,0.9504,0.9234,0.9001,0.8767,0.8503,0.8246,0.7973,0.7723,0.7462,0.7213,0.6959,0.6722,0.6463,0.6197,0.5933,0.5681,0.5439,0.5169,
20,1.0,0.9763,0.9514,0.9252,0.8989,0.8727,0.8473,0.8202,0.7973,0.7735,0.7485,0.7237,0.6989,0.6728,0.6476,0.6215,0.5959,0.5736,0.5505,0.5284,
20,1.0,0.9736,0.9482,0.9243,0.8983,0.8744,0.8492,0.8241,0.7973,0.7724,0.7472,0.7234,0.6997,0.6736,0.645,0.6196,0.5958,0.5699,0.5439,0.5177,
20,1.0,0.9751,0.9491,0.9222,0.8956,0.871,0.8448,0.8179,0.7923,0.7676,0.7421,0.7197,0.694,0.6701,0.6451,0.6203,0.5954,0.568,0.5417,0.5195,
20,1.0,0.9742,0.9507,0.9263,0.8989,0.874,0.8512,0.8262,0.8039,0.7795,0.755,0.7287,0.702,0.6778,0.6534,0.6278,0.6007,0.5727,0.5463,0.5197,
20,1.0,0.9736,0.9477,0.923,0.899,0.8716,0.8435,0.8201,0.795,0.7703,0.745,0.7242,0.6968,0.6738,0.649,0.6234,0.6007,0.5759,0.5512,0.5254,
20,1.0,0.9721,0.9466,0.9221,0.8991,0.8708,0.8471,0.8226,0.7949,0.7686,0.746,0.7222,0.6977,0.6737,0.6492,0.6246,0.6008,0.5766,0.5501,0.527,
20,1.0,0.9756,0.9545,0.9326,0.9088,0.8854,0.8616,0.8384,0.8095,0.785,0.7614,0.7362,0.7082,0.6804,0.6582,0.6336,0.6099,0.5868,0.5642,0.5405,
20,1.0,0.9744,0.948,0.9221,0.8992,0.8754,0.8523,0.8253,0.7994,0.7746,0.7501,0.7237,0.6991,0.6735,0.6475,0.6225,0.5965,0.571,0.5456,0.521,
20,1.0,0.9749,0.9503,0.9292,0.9037,0.8799,0.8524,0.8301,0.8044,0.7771,0.7544,0.7308,0.7058,0.6832,0.6577,0.6331,0.6068,0.5825,0.5551,0.5267,
20,1.0,0.9743,0.9498,0.9258,0.8995,0.8765,0.8504,0.8247,0.8003,0.7738,0.7492,0.7253,0.7003,0.6746,0.6516,0.6279,0.601,0.5771,0.5508,0.5235,
20,1.0,0.9781,0.9544,0.9294,0.9036,0.876,0.8485,0.8225,0.7979,0.773,0.7468,0.7227,0.6966,0.6718,0.6453,0.6182,0.5921,0.5641,0.5363,0.5101,
20,1.0,0.9773,0.9522,0.9267,0.9027,0.876,0.85,0.8241,0.7997,0.7745,0.7504,0.7245,0.7002,0.6766,0.6527,0.627,0.6015,0.5785,0.553,0.529,
20,1.0,0.9768,0.9526,0.9274,0.9022,0.8782,0.8544,0.8287,0.8052,0.7831,0.7573,0.7309,0.7042,0.6769,0.6542,0.6292,0.6057,0.5802,0.5569,0.5313,
20,1.0,0.9733,0.9486,0.9234,0.8998,0.8725,0.8469,0.8245,0.7997,0.7755,0.7516,0.7276,0.7025,0.6789,0.6544,0.6303,0.6028,0.5794,0.5538,0.5315,
20,1.0,0.9759,0.9509,0.927,0.9033,0.8764,0.852,0.8306,0.8055,0.7774,0.7539,0.7299,0.7042,0.679,0.6557,0.6299,0.6054,0.5823,0.5586,0.532,
20,1.0,0.9729,0.9494,0.9261,0.901,0.8755,0.8498,0.8253,0.7983,0.7731,0.7499,0.7238,0.6992,0.6737,0.6487,0.6265,0.5991,0.5732,0.5491,0.524,
20,1.0,0.9761,0.9537,0.9311,0.9055,0.8809,0.8558,0.8324,0.8097,0.7865,0.7612,0.7386,0.7131,0.6864,0.662,0.6349,0.6113,0.5854,0.5592,0.5371,
20,1.0,0.9758,0.9531,0.9286,0.9051,0.8796,0.8572,0.8332,0.8076,0.7866,0.7598,0.7365,0.7121,0.6859,0.6613,0.6371,0.6123,0.5846,0.5602,0.5374,
20,1.0,0.9742,0.949,0.9239,0.8982,0.8746,0.8493,0.8232,0.7987,0.7728,0.7493,0.7238,0.6996,0.6733,0.6464,0.6217,0.5947,0.5701,0.5443,0.5172,
20,1.0,0.9753,0.9502,0.9268,0.9015,0.8747,0.8499,0.8244,0.8005,0.7737,0.747,0.7246,0.6999,0.6769,0.6532,0.6298,0.6072,0.5788,0.5542,0.53,
20,1.0,0.9786,0.9524,0.9258,0.9006,0.8762,0.8513,0.8239,0.8014,0.7765,0.7528,0.7271,0.7038,0.6792,0.6547,0.631,0.6065,0.583,0.5582,0.5343,
20,1.0,0.9743,0.95,0.9253,0.8993,0.8761,0.8501,0.8243,0.8027,0.7778,0.7505,0.7256,0.6979,0.6718,0.6471,0.6197,0.5935,0.5689,0.5467,0.5188,
20,1.0,0.9786,0.9538,0.9288,0.9063,0.8783,0.8508,0.8254,0.8019,0.7762,0.7525,0.7279,0.7016,0.678,0.6519,0.6284,0.6031,0.5793,0.5548,0.5261,
20,1.0,0.9737,0.9515,0.9225,0.8987,0.8725,0.8477,0.8232,0.7997,0.7757,0.7526,0.7257,0.7008,0.6746,0.654,0.6282,0.6034,0.5763,0.5518,0.5277,
20,1.0,0.9751,0.9507,0.9248,0.8978,0.8706,0.8443,0.8187,0.7919,0.7662,0.7441,0.7174,0.692,0.6676,0.6443,0.6211,0.5965,0.5717,0.5473,0.5215,
20,1.0,0.9742,0.9511,0.9256,0.9015,0.8764,0.8505,0.8244,0.8016,0.7756,0.7494,0.7255,0.702,0.675,0.6514,0.6263,0.6023,0.5782,0.5535,0.526,
20,1.0,0.9762,0.9504,0.9267,0.9037,0.8786,0.8523,0.8274,0.803,0.7786,0.7541,0.7298,0.7034,0.6776,0.6543,0.6315,0.6082,0.5831,0.5583,0.5318,
20,1.0,0.9736,0.9483,0.9227,0.8998,0.8739,0.8499,0.821,0.7917,0.7668,0.7422,0.7176,0.6927,0.6686,0.6467,0.6222,0.5981,0.5764,0.5522,0.5251,
20,1.0,0.9734,0.9469,0.9239,0.9001,0.8756,0.8499,0.8236,0.7976,0.7752,0.7509,0.7266,0.7025,0.6779,0.6566,0.6308,0.6048,0.5793,0.5553,0.5311,
20,1.0,0.9755,0.9509,0.9259,0.8984,0.8723,0.8492,0.8243,0.8012,0.776,0.7515,0.728,0.7041,0.6799,0.6519,0.6295,0.606,0.579,0.5527,0.5283,
20,1.0,0.9724,0.9465,0.9231,0.8975,0.8738,0.8505,0.8239,0.8,0.7736,0.7499,0.7246,0.6979,0.6757,0.6509,0.6263,0.6005,0.5739,0.5482,0.5239,
20,1.0,0.9753,0.9503,0.9235,0.8984,0.8744,0.8517,0.8274,0.802,0.7739,0.7491,0.723,0.699,0.6749,0.6481,0.6244,0.5978,0.5732,0.5465,0.5211,
20,1.0,0.9746,0.95,0.923,0.9006,0.8762,0.8507,0.8262,0.7994,0.7757,0.7545,0.7303,0.7057,0.6821,0.6585,0.634,0.6106,0.5859,0.5626,0.5393,
20,1.0,0.9759,0.9493,0.9238,0.8984,0.8747,0.8497,0.8238,0.797,0.7705,0.7458,0.7196,0.6953,0.6686,0.6432,0.6192,0.5935,0.5715,0.5489,0.5259,
20,1.0,0.9758,0.9495,0.9266,0.9019,0.8755,0.8478,0.8175,0.7929,0.7662,0.7385,0.7138,0.6896,0.6645,0.6405,0.6149,0.5913,0.5667,0.5401,0.5145,
20,1.0,0.9784,0.9508,0.9268,0.9003,0.8744,0.8481,0.8231,0.7974,0.7721,0.7443,0.7202,0.6956,0.6729,0.6484,0.6223,0.599,0.5732,0.5485,0.5233,
20,1.0,0.9739,0.9491,0.9216,0.8956,0.8741,0.8476,0.8251,0.8005,0.7733,0.7502,0.7272,0.7028,0.6773,0.651,0.6256,0.5959,0.5721,0.5497,0.5238,
20,1.0,0.9777,0.9504,0.9276,0.9042,0.8775,0.8516,0.8278,0.8014,0.7776,0.753,0.7302,0.7027,0.6783,0.6506,0.6253,0.6004,0.5733,0.5464,0.5208,
20,1.0,0.9744,0.9502,0.9266,0.9029,0.876,0.85,0.8268,0.8031,0.7791,0.7523,0.7251,0.6983,0.672,0.6483,0.6243,0.598,0.5745,0.5492,0.5262,
20,1.0,0.9752,0.9492,0.9255,0.9009,0.8763,0.8536,0.8309,0.8063,0.7817,0.7572,0.7335,0.708,0.6839,0.6594,0.6327,0.6094,0.5838,0.558,0.5327,
20,1.0,0.974,0.9482,0.9222,0.8966,0.8742,0.851,0.8242,0.8011,0.7759,0.7517,0.7272,0.7037,0.679,0.6533,0.6328,0.6078,0.5842,0.5569,0.5315,
20,1.0,0.976,0.9531,0.9268,0.9047,0.8804,0.856,0.8323,0.8049,0.781,0.7538,0.728,0.7062,0.6827,0.6574,0.6349,0.6098,0.5844,0.5594,0.5359,
20,1.0,0.9756,0.9496,0.9254,0.9011,0.8745,0.8519,0.8275,0.8013,0.7744,0.7487,0.7197,0.6941,0.6694,0.6423,0.6165,0.5937,0.5676,0.5431,0.5185,
20,1.0,0.9754,0.9495,0.9239,0.9009,0.8786,0.8549,0.8275,0.8015,0.7786,0.7523,0.7243,0.6997,0.6756,0.651,0.6247,0.6003,0.5753,0.5505,0.5305,
20,1.0,0.9741,0.9493,0.9223,0.8951,0.8718,0.8482,0.8228,0.7963,0.7678,0.7425,0.7176,0.6923,0.6666,0.6409,0.6158,0.5893,0.5635,0.5389,0.5147,
20,1.0,0.9744,0.9508,0.927,0.9025,0.8789,0.8547,0.8283,0.8026,0.7779,0.757,0.7294,0.7063,0.6827,0.6554,0.6285,0.6027,0.5789,0.5538,0.5292,
20,1.0,0.9771,0.9539,0.9283,0.9031,0.8757,0.8525,0.8275,0.7999,0.7749,0.7474,0.7219,0.6978,0.6731,0.6476,0.6207,0.5947,0.57,0.5436,0.5173,
20,1.0,0.9738,0.9465,0.9212,0.8945,0.8658,0.8377,0.8105,0.7842,0.7601,0.7353,0.7091,0.6834,0.6572,0.6289,0.6046,0.582,0.5585,0.5361,0.5114,
20,1.0,0.9736,0.9477,0.9222,0.8965,0.8709,0.8451,0.8194,0.795,0.7675,0.7417,0.7167,0.6902,0.6641,0.639,0.6154,0.5901,0.5641,0.5386,0.5141,
20,1.0,0.9733,0.9514,0.9271,0.8992,0.8745,0.8479,0.822,0.7974,0.7729,0.749,0.7243,0.6995,0.6723,0.6455,0.6212,0.5965,0.5682,0.5431,0.5199,
20,1.0,0.9736,0.947,0.9227,0.8989,0.8754,0.8476,0.8228,0.7957,0.7712,0.7465,0.7213,0.6952,0.6697,0.6436,0.6195,0.5936,0.571,0.546,0.5214,
20,1.0,0.9763,0.9512,0.9269,0.9039,0.8789,0.8529,0.8261,0.801,0.7746,0.7502,0.727,0.7016,0.6793,0.6528,0.6297,0.605,0.5808,0.5552,0.5307,
20,1.0,0.9726,0.947,0.9201,0.8962,0.8727,0.8471,0.8242,0.7973,0.7699,0.7424,0.7193,0.6956,0.6717,0.6447,0.6205,0.5944,0.5675,0.5419,0.5167,
20,1.0,0.9718,0.9462,0.9211,0.8981,0.8733,0.848,0.8228,0.7961,0.7722,0.7475,0.7236,0.6992,0.6758,0.6521,0.6263,0.6019,0.5756,0.5498,0.523,
20,1.0,0.9747,0.9505,0.9246,0.8985,0.8746,0.8497,0.8236,0.8016,0.7772,0.7505,0.7264,0.7007,0.6761,0.6484,0.6242,0.603,0.5794,0.5543,0.5301,
20,1.0,0.9737,0.9488,0.9221,0.8973,0.874,0.8491,0.8259,0.8032,0.7785,0.7538,0.7282,0.7049,0.6808,0.658,0.6317,0.6056,0.5803,0.5557,0.5311,
20,1.0,0.9748,0.9492,0.9216,0.8979,0.872,0.8489,0.8234,0.7981,0.7747,0.7506,0.7254,0.6988,0.6731,0.6494,0.6274,0.6008,0.5743,0.5475,0.5211,
20,1.0,0.9758,0.9519,0.9288,0.9032,0.8804,0.8517,0.8237,0.7976,0.772,0.7488,0.7239,0.7006,0.6746,0.6498,0.6279,0.6053,0.5804,0.5557,0.5288,
20,1.0,0.9766,0.9528,0.928,0.9054,0.8822,0.8549,0.8308,0.8063,0.7792,0.7559,0.7322,0.7089,0.6834,0.6599,0.6339,0.6082,0.5828,0.5596,0.5363,
20,1.0,0.975,0.9489,0.9239,0.8988,0.8719,0.8458,0.823,0.7967,0.7693,0.7434,0.7144,0.6899,0.6656,0.6405,0.6152,0.5918,0.5659,0.5414,0.516,
20,1.0,0.9757,0.9508,0.9252,0.9015,0.8777,0.8517,0.8263,0.804,0.7785,0.7517,0.7275,0.703,0.6782,0.6544,0.6316,0.6052,0.5797,0.5554,0.531,
20,1.0,0.9741,0.9474,0.9202,0.8942,0.869,0.8429,0.8168,0.793,0.7676,0.7425,0.7188,0.6949,0.6686,0.6452,0.6191,0.5955,0.5687,0.5424,0.5179,
20,1.0,0.9747,0.947,0.9191,0.8953,0.8709,0.8457,0.8209,0.7976,0.7719,0.7456,0.7193,0.6937,0.6707,0.6463,0.6197,0.5949,0.5691,0.5419,0.5209,
20,1.0,0.9755,0.9501,0.9273,0.9024,0.8771,0.8538,0.8331,0.8078,0.7834,0.7567,0.7323,0.7071,0.6851,0.6594,0.634,0.6095,0.5818,0.5557,0.5299,
20,1.0,0.9762,0.9487,0.9226,0.898,0.8726,0.8459,0.8208,0.7986,0.774,0.7483,0.723,0.6959,0.671,0.6452,0.6196,0.5951,0.5692,0.5453,0.521,
20,1.0,0.9743,0.9491,0.9233,0.9006,0.8774,0.8537,0.83,0.8064,0.782,0.7573,0.7322,0.7111,0.6872,0.6644,0.6409,0.617,0.5931,0.5673,0.54,
20,1.0,0.9745,0.95,0.9256,0.9006,0.8749,0.8484,0.8215,0.7969,0.7687,0.7444,0.7215,0.6988,0.6741,0.6499,0.6259,0.6001,0.5779,0.5542,0.5266,
20,1.0,0.9772,0.9536,0.9275,0.9041,0.8798,0.8545,0.8276,0.8069,0.7808,0.7575,0.7323,0.704,0.6786,0.6555,0.6293,0.6028,0.5759,0.554,0.5285,
20,1.0,0.976,0.948,0.9247,0.8985,0.872,0.8477,0.8201,0.7934,0.7694,0.7448,0.7203,0.6937,0.6674,0.6429,0.6193,0.5934,0.5695,0.5429,0.5189,
20,1.0,0.974,0.9496,0.9247,0.9031,0.8778,0.8558,0.8318,0.8066,0.7833,0.7598,0.7359,0.7099,0.6845,0.6584,0.6344,0.6083,0.5806,0.5524,0.5264,
20,1.0,0.9753,0.9481,0.9244,0.8984,0.8734,0.8481,0.8202,0.7934,0.7664,0.74,0.7168,0.6933,0.6671,0.6388,0.6151,0.5918,0.5692,0.5451,0.5207,
20,1.0,0.971,0.9496,0.9234,0.8993,0.8737,0.8478,0.8226,0.7965,0.7712,0.7476,0.723,0.6972,0.6717,0.6464,0.6217,0.5939,0.5671,0.5409,0.5162,
20,1.0,0.9741,0.9483,0.9259,0.9003,0.8728,0.8476,0.8218,0.7943,0.7666,0.7422,0.7151,0.691,0.6669,0.6409,0.6158,0.5907,0.5657,0.5393,0.5152,
20,1.0,0.9732,0.9497,0.9254,0.9018,0.8759,0.8499,0.8238,0.8011,0.7783,0.7523,0.7279,0.7014,0.6766,0.6504,0.6264,0.6025,0.5779,0.5516,0.527,
20,1.0,0.9756,0.95,0.9267,0.8994,0.875,0.8512,0.826,0.8003,0.7745,0.7525,0.7277,0.7026,0.6764,0.6534,0.6282,0.6039,0.5812,0.5563,0.5302,
20,1.0,0.9746,0.95,0.9267,0.9049,0.8791,0.8548,0.8279,0.8017,0.7741,0.7513,0.726,0.701,0.6792,0.6568,0.6325,0.6073,0.5824,0.5581,0.5351,
20,1.0,0.9739,0.9496,0.9252,0.9013,0.8766,0.8526,0.8285,0.8036,0.7761,0.7537,0.7293,0.7056,0.6808,0.6556,0.6295,0.6055,0.5813,0.5533,0.5241,
20,1.0,0.9759,0.9517,0.9281,0.9015,0.8762,0.8526,0.8267,0.8008,0.7733,0.7513,0.7288,0.7041,0.677,0.6513,0.6243,0.5976,0.5716,0.546,0.521,
20,1.0,0.9758,0.9504,0.927,0.9033,0.8822,0.8588,0.8334,0.8094,0.7827,0.7593,0.7347,0.7104,0.684,0.6584,0.6341,0.6104,0.5854,0.5589,0.5333,
20,1.0,0.9745,0.9494,0.9226,0.8967,0.8713,0.8489,0.8218,0.7935,0.7705,0.7444,0.7206,0.6953,0.6701,0.6445,0.6166,0.5911,0.5653,0.542,0.5175,
20,1.0,0.9732,0.9488,0.9249,0.9017,0.874,0.8466,0.8228,0.7965,0.7713,0.7469,0.722,0.6942,0.6676,0.6429,0.6175,0.5919,0.5664,0.5421,0.5179,
20,1.0,0.972,0.9464,0.9227,0.8961,0.8699,0.8453,0.8206,0.793,0.768,0.7433,0.7191,0.6946,0.6687,0.6451,0.6187,0.5972,0.5735,0.5513,0.5272,
20,1.0,0.9766,0.951,0.9263,0.9015,0.8742,0.8486,0.8229,0.7998,0.7726,0.7508,0.7249,0.7007,0.6738,0.6486,0.6222,0.5956,0.5701,0.5456,0.5222,
20,1.0,0.9725,0.9467,0.9235,0.9,0.8739,0.8485,0.8245,0.7976,0.772,0.7467,0.7215,0.6975,0.6733,0.6485,0.6253,0.5994,0.5755,0.5504,0.5253,
20,1.0,0.9759,0.948,0.9236,0.8977,0.8754,0.8529,0.8273,0.8003,0.7748,0.7467,0.7233,0.6988,0.674,0.6492,0.6212,0.5956,0.5709,0.5453,0.5195,
20,1.0,0.9733,0.9435,0.9173,0.8904,0.8649,0.8405,0.817,0.7944,0.7689,0.7442,0.7199,0.6932,0.6693,0.6458,0.6216,0.5989,0.5761,0.5521,0.5249,
20,1.0,0.9733,0.9474,0.9219,0.9003,0.8754,0.8511,0.8253,0.8,0.7728,0.7477,0.7219,0.6977,0.6726,0.6438,0.6178,0.5905,0.5686,0.5442,0.5185,
20,1.0,0.9723,0.9462,0.92,0.8964,0.8739,0.8476,0.8228,0.8,0.7751,0.75,0.7255,0.7017,0.6782,0.6506,0.6267,0.6019,0.5743,0.5509,0.5256,
20,1.0,0.9737,0.9474,0.9219,0.896,0.8741,0.8492,0.8225,0.7978,0.773,0.7499,0.7267,0.7053,0.6801,0.6545,0.6289,0.6048,0.5807,0.5545,0.531,
20,1.0,0.974,0.9474,0.922,0.8987,0.8722,0.8477,0.8258,0.8019,0.7791,0.7543,0.73,0.7076,0.6826,0.6595,0.6356,0.6101,0.5853,0.5598,0.5341,
20,1.0,0.9759,0.9507,0.9268,0.9016,0.8778,0.8532,0.8303,0.805,0.7787,0.7528,0.7308,0.7055,0.6831,0.6581,0.631,0.605,0.5812,0.5554,0.5319,
20,1.0,0.9754,0.9521,0.9306,0.9029,0.8808,0.8545,0.8289,0.8015,0.7766,0.7507,0.7247,0.6982,0.6732,0.6489,0.6244,0.5993,0.5758,0.5518,0.5288,
20,1.0,0.9736,0.95,0.9243,0.8969,0.871,0.8492,0.8233,0.7985,0.7726,0.7483,0.7224,0.6967,0.6725,0.646,0.6196,0.5946,0.5669,0.5412,0.5192,
20,1.0,0.9735,0.9471,0.9232,0.9013,0.8784,0.8549,0.8284,0.8026,0.7751,0.7501,0.7246,0.7005,0.6766,0.6495,0.6215,0.5959,0.5688,0.5425,0.5171,
20,1.0,0.9733,0.9484,0.9246,0.9019,0.8776,0.8529,0.8286,0.8031,0.7758,0.7517,0.7246,0.6997,0.6765,0.6525,0.6267,0.6007,0.5782,0.5518,0.5284,
20,1.0,0.9755,0.9508,0.922,0.9014,0.8779,0.8503,0.8265,0.8012,0.7755,0.7493,0.7236,0.6987,0.6747,0.6487,0.624,0.601,0.5739,0.5509,0.5247,
20,1.0,0.9781,0.9547,0.9309,0.9058,0.879,0.8526,0.8264,0.8039,0.7811,0.754,0.7314,0.7078,0.6825,0.6584,0.6333,0.6087,0.5847,0.5592,0.5359,
20,1.0,0.9758,0.9511,0.928,0.9027,0.8796,0.854,0.8298,0.8044,0.778,0.7538,0.7294,0.7058,0.6815,0.6572,0.6333,0.6074,0.5806,0.555,0.5289,
20,1.0,0.9776,0.9513,0.9263,0.9022,0.876,0.852,0.8281,0.8038,0.7782,0.7509,0.7269,0.7031,0.6776,0.6538,0.6289,0.6053,0.5798,0.5533,0.5277,
20,1.0,0.9746,0.95,0.9274,0.901,0.8773,0.8528,0.8264,0.8029,0.7774,0.7558,0.7291,0.7031,0.6788,0.6532,0.6288,0.6027,0.5777,0.5557,0.5289,
20,1.0,0.9756,0.9496,0.9235,0.9007,0.8735,0.8474,0.8238,0.7995,0.7729,0.7501,0.7285,0.7041,0.6795,0.6585,0.6336,0.6092,0.5835,0.5569,0.5314,
20,1.0,0.9773,0.9497,0.9247,0.9,0.8751,0.8495,0.8241,0.7974,0.7709,0.7461,0.7203,0.6947,0.6694,0.6432,0.617,0.5934,0.569,0.5436,0.5173,
20,1.0,0.9772,0.9519,0.9275,0.9032,0.8798,0.8543,0.8299,0.8079,0.7843,0.7575,0.7338,0.7104,0.6858,0.6616,0.6377,0.6127,0.5886,0.5634,0.54,
