Round,"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)",
10,1.0,0.9025,0.8035,0.701,0.5986,0.4978,0.4002,0.3005,0.2037,0.1062,
10,1.0,0.8996,0.8038,0.7036,0.6018,0.5041,0.4055,0.3065,0.2078,0.111,
10,1.0,0.8996,0.8033,0.704,0.6024,0.5022,0.4027,0.3046,0.2004,0.0993,
10,1.0,0.8967,0.7936,0.6903,0.5879,0.4935,0.3925,0.2987,0.1994,0.1006,
10,1.0,0.9051,0.8081,0.7115,0.6125,0.5101,0.4112,0.3124,0.2102,0.1122,
10,1.0,0.9042,0.8033,0.7064,0.605,0.5107,0.4087,0.3103,0.2111,0.115,
10,1.0,0.8952,0.7907,0.6938,0.5984,0.5001,0.3995,0.2971,0.1971,0.0957,
10,1.0,0.9022,0.7955,0.697,0.5934,0.4911,0.3861,0.2846,0.1868,0.0868,
10,1.0,0.8981,0.7998,0.6942,0.6017,0.501,0.3995,0.2969,0.203,0.104,
10,1.0,0.907,0.8116,0.7131,0.6111,0.5119,0.4107,0.3075,0.2073,0.1095,
10,1.0,0.9027,0.8076,0.7121,0.6141,0.5166,0.4152,0.3138,0.2129,0.1116,
10,1.0,0.9043,0.8035,0.708,0.6087,0.5145,0.4155,0.3113,0.21,0.104,
10,1.0,0.897,0.7983,0.7003,0.6008,0.4998,0.4012,0.3015,0.2011,0.1025,
10,1.0,0.9002,0.8024,0.7052,0.6056,0.5036,0.4052,0.3066,0.2042,0.1029,
10,1.0,0.8958,0.7926,0.6895,0.59,0.4902,0.3897,0.2938,0.1924,0.0909,
10,1.0,0.896,0.8005,0.6986,0.5974,0.5033,0.4002,0.3028,0.2028,0.1072,
10,1.0,0.8978,0.8041,0.6999,0.5973,0.4981,0.3992,0.3006,0.2046,0.1058,
10,1.0,0.8998,0.7988,0.6997,0.6,0.5025,0.4016,0.3009,0.2009,0.1004,
10,1.0,0.8957,0.7977,0.7,0.6003,0.5025,0.4034,0.3,0.1995,0.1008,
10,1.0,0.9037,0.8005,0.7057,0.6017,0.4964,0.399,0.3027,0.205,0.1037,
10,1.0,0.9003,0.801,0.703,0.607,0.5097,0.4087,0.3071,0.2052,0.1043,
10,1.0,0.9006,0.8081,0.7092,0.6093,0.5093,0.4082,0.3072,0.2066,0.106,
10,1.0,0.9009,0.8008,0.7002,0.6011,0.5014,0.4011,0.2988,0.1974,0.099,
10,1.0,0.901,0.8052,0.7107,0.6081,0.51,0.4091,0.3072,0.2098,0.1081,
10,1.0,0.8971,0.7991,0.7034,0.6042,0.5026,0.4034,0.2995,0.1934,0.0899,
10,1.0,0.9008,0.7991,0.694,0.5971,0.5007,0.406,0.3025,0.2032,0.1064,
10,1.0,0.8959,0.7925,0.6932,0.5939,0.4954,0.3973,0.295,0.1935,0.0922,
10,1.0,0.8976,0.7988,0.6987,0.5927,0.4937,0.3922,0.2917,0.1927,0.0912,
10,1.0,0.9096,0.8138,0.7123,0.6113,0.5107,0.4094,0.3043,0.2044,0.1017,
10,1.0,0.9023,0.8035,0.7008,0.6016,0.5035,0.4014,0.3036,0.2059,0.1072,
10,1.0,0.8943,0.7955,0.6959,0.5943,0.4901,0.3875,0.2854,0.1848,0.0872,
10,1.0,0.902,0.8051,0.7079,0.6038,0.5082,0.404,0.3027,0.2009,0.1011,
10,1.0,0.9021,0.8021,0.7006,0.5966,0.4955,0.3894,0.2923,0.1983,0.1012,
10,1.0,0.8962,0.793,0.6956,0.5988,0.498,0.401,0.2979,0.1978,0.0974,
10,1.0,0.897,0.801,0.6986,0.5981,0.4977,0.399,0.2998,0.1989,0.0966,
10,1.0,0.8989,0.7981,0.6997,0.597,0.4972,0.3985,0.2948,0.1947,0.0963,
10,1.0,0.9044,0.8026,0.7016,0.6025,0.5071,0.4056,0.3073,0.207,0.1062,
10,1.0,0.902,0.8046,0.6975,0.5983,0.4963,0.398,0.2962,0.1964,0.0954,
10,1.0,0.9029,0.7987,0.6968,0.5969,0.4955,0.3887,0.2866,0.1875,0.087,
10,1.0,0.9005,0.8014,0.705,0.603,0.4977,0.3975,0.2979,0.2001,0.1023,
10,1.0,0.8964,0.7958,0.6964,0.5966,0.4947,0.3971,0.2947,0.1896,0.0892,
10,1.0,0.9019,0.7974,0.6993,0.5953,0.4959,0.3946,0.2997,0.1994,0.0953,
10,1.0,0.9013,0.8034,0.7063,0.6046,0.5073,0.3999,0.3017,0.2031,0.1055,
10,1.0,0.8989,0.8024,0.6983,0.5965,0.4974,0.3988,0.2981,0.1977,0.1007,
10,1.0,0.9002,0.7998,0.7049,0.6043,0.5023,0.4028,0.3022,0.2045,0.1062,
10,1.0,0.9018,0.8018,0.7024,0.6031,0.4979,0.3977,0.2995,0.1987,0.0999,
10,1.0,0.901,0.8069,0.7067,0.6049,0.5028,0.3993,0.2977,0.1984,0.0984,
10,1.0,0.9031,0.7997,0.6979,0.5982,0.5011,0.4013,0.299,0.1954,0.0957,
10,1.0,0.8987,0.8013,0.702,0.6063,0.5083,0.407,0.3061,0.2027,0.1083,
10,1.0,0.9013,0.8003,0.7022,0.603,0.5037,0.4031,0.302,0.2073,0.108,
10,1.0,0.8968,0.7953,0.7004,0.6006,0.4957,0.3977,0.2965,0.2009,0.104,
10,1.0,0.9018,0.8022,0.7002,0.6043,0.5042,0.4023,0.3057,0.2028,0.0988,
10,1.0,0.8963,0.7988,0.6943,0.5897,0.4903,0.3908,0.2894,0.1895,0.0874,
10,1.0,0.9025,0.8026,0.7052,0.6065,0.5092,0.4084,0.3085,0.2107,0.1093,
10,1.0,0.905,0.8063,0.7021,0.6048,0.5046,0.4046,0.3,0.1987,0.0977,
10,1.0,0.8996,0.8039,0.7044,0.6045,0.5017,0.4019,0.3007,0.2033,0.1034,
10,1.0,0.9011,0.8,0.7026,0.6004,0.5007,0.4022,0.3032,0.2021,0.1019,
10,1.0,0.9054,0.802,0.6961,0.5988,0.5022,0.3986,0.2963,0.1935,0.0901,
10,1.0,0.9038,0.8011,0.7006,0.6034,0.5005,0.4016,0.3003,0.2018,0.1018,
10,1.0,0.9023,0.7995,0.6948,0.5955,0.498,0.3999,0.2997,0.2026,0.1018,
10,1.0,0.8984,0.7992,0.6942,0.5975,0.4982,0.3972,0.2927,0.1881,0.0882,
10,1.0,0.8996,0.8011,0.7045,0.6087,0.5154,0.4201,0.3226,0.2231,0.1219,
10,1.0,0.896,0.7949,0.694,0.5977,0.5018,0.4023,0.3037,0.2085,0.1099,
10,1.0,0.8973,0.7943,0.6948,0.5985,0.504,0.4026,0.3014,0.197,0.0986,
10,1.0,0.9027,0.802,0.6995,0.5993,0.4989,0.4008,0.3014,0.2016,0.1031,
10,1.0,0.9004,0.796,0.6934,0.5981,0.5001,0.3968,0.2977,0.1962,0.0935,
10,1.0,0.9022,0.8021,0.7023,0.6047,0.5034,0.4014,0.3039,0.2034,0.1046,
10,1.0,0.9001,0.8006,0.7008,0.6008,0.4974,0.3971,0.2987,0.1988,0.0953,
10,1.0,0.8979,0.7965,0.6979,0.5973,0.4939,0.3948,0.2913,0.1891,0.0865,
10,1.0,0.8976,0.7954,0.6945,0.5944,0.4918,0.3949,0.2975,0.1957,0.0945,
10,1.0,0.902,0.8033,0.7007,0.6048,0.5058,0.4023,0.3037,0.2023,0.102,
10,1.0,0.8989,0.7993,0.6977,0.596,0.4965,0.3944,0.2973,0.1992,0.1008,
10,1.0,0.8957,0.7974,0.6975,0.5977,0.5026,0.4081,0.3045,0.2051,0.1028,
10,1.0,0.9033,0.7978,0.7,0.5979,0.4972,0.3956,0.2995,0.1973,0.0973,
10,1.0,0.8972,0.8021,0.702,0.6009,0.5055,0.3991,0.2983,0.1941,0.0913,
10,1.0,0.8981,0.7996,0.6988,0.5993,0.5037,0.401,0.3003,0.2013,0.1022,
10,1.0,0.8996,0.8004,0.6975,0.5982,0.4953,0.3913,0.2925,0.1948,0.0972,
10,1.0,0.8999,0.7931,0.6912,0.5852,0.4851,0.384,0.2888,0.1863,0.086,
10,1.0,0.8963,0.8026,0.7035,0.6059,0.5044,0.4055,0.3057,0.2088,0.1073,
10,1.0,0.8972,0.7948,0.6926,0.5892,0.4906,0.3893,0.2914,0.1934,0.0966,
10,1.0,0.8966,0.7929,0.6849,0.5902,0.4918,0.3945,0.2954,0.199,0.0988,
10,1.0,0.9017,0.8027,0.6998,0.601,0.4991,0.3994,0.3027,0.2033,0.1038,
10,1.0,0.8957,0.796,0.6974,0.601,0.5031,0.4055,0.307,0.2051,0.1049,
10,1.0,0.9007,0.8038,0.7011,0.5954,0.4975,0.3981,0.3013,0.2038,0.1095,
10,1.0,0.9005,0.801,0.6968,0.5973,0.4984,0.3959,0.2944,0.1884,0.0842,
10,1.0,0.8988,0.8001,0.6995,0.5973,0.5021,0.4034,0.3012,0.1993,0.0951,
10,1.0,0.8983,0.8003,0.6976,0.5933,0.496,0.3938,0.29,0.193,0.0947,
10,1.0,0.897,0.7972,0.7009,0.6002,0.4988,0.3921,0.2911,0.1862,0.0859,
10,1.0,0.8927,0.791,0.6876,0.5888,0.4868,0.3887,0.2902,0.1902,0.0844,
10,1.0,0.9003,0.8023,0.7069,0.6078,0.5091,0.41,0.3086,0.2063,0.1075,
10,1.0,0.9039,0.8083,0.7014,0.6029,0.4942,0.3919,0.2879,0.1859,0.0849,
10,1.0,0.8993,0.7993,0.7048,0.6068,0.5069,0.4088,0.3102,0.2154,0.1126,
10,1.0,0.8976,0.7955,0.7011,0.604,0.5062,0.4056,0.3024,0.2005,0.1003,
10,1.0,0.9006,0.799,0.7014,0.5979,0.5003,0.3962,0.2945,0.1927,0.0941,
10,1.0,0.897,0.7881,0.6913,0.5925,0.4896,0.3921,0.294,0.1987,0.0988,
10,1.0,0.9026,0.8015,0.7029,0.6091,0.5151,0.4132,0.3127,0.216,0.1213,
10,1.0,0.8949,0.7984,0.6955,0.5989,0.4987,0.4003,0.2972,0.1912,0.0907,
10,1.0,0.8966,0.8006,0.6943,0.59,0.4876,0.3865,0.2831,0.1797,0.0823,
10,1.0,0.8981,0.7932,0.6954,0.5909,0.4872,0.3877,0.2862,0.1857,0.0846,
10,1.0,0.9021,0.7994,0.7016,0.609,0.506,0.399,0.2996,0.1989,0.1001,
10,1.0,0.9048,0.8032,0.7045,0.6064,0.5069,0.409,0.3075,0.2072,0.1079,
10,1.0,0.9007,0.8028,0.7063,0.6089,0.5091,0.4092,0.3101,0.209,0.1075,
10,1.0,0.8972,0.7976,0.7013,0.5981,0.5004,0.4013,0.2996,0.2005,0.1025,
10,1.0,0.896,0.7946,0.691,0.5911,0.4897,0.3858,0.2857,0.1823,0.0815,
10,1.0,0.9009,0.8033,0.7096,0.6117,0.5117,0.4086,0.3145,0.2135,0.1154,
10,1.0,0.9013,0.7937,0.6897,0.5942,0.4982,0.3989,0.2999,0.199,0.0986,
10,1.0,0.9028,0.7965,0.6976,0.5942,0.4946,0.3938,0.293,0.1926,0.0906,
10,1.0,0.9034,0.803,0.7099,0.6162,0.5162,0.4119,0.3095,0.2063,0.1108,
10,1.0,0.9002,0.8024,0.7016,0.601,0.4961,0.3944,0.2938,0.1973,0.0955,
10,1.0,0.8982,0.8007,0.6982,0.5991,0.4998,0.403,0.3001,0.1986,0.0933,
10,1.0,0.9018,0.8068,0.7095,0.6087,0.5099,0.4099,0.3138,0.2143,0.1139,
10,1.0,0.9023,0.8005,0.6999,0.6002,0.4939,0.3961,0.2975,0.2005,0.1008,
10,1.0,0.9017,0.8046,0.707,0.6064,0.5057,0.4095,0.3105,0.2026,0.1025,
10,1.0,0.8959,0.7983,0.6918,0.592,0.4883,0.3887,0.2879,0.1869,0.0914,
10,1.0,0.8987,0.8025,0.7007,0.6041,0.4982,0.3963,0.2964,0.1977,0.0981,
10,1.0,0.8968,0.7977,0.6978,0.5967,0.498,0.3995,0.3002,0.2024,0.1033,
10,1.0,0.9006,0.7979,0.6969,0.6002,0.4998,0.3999,0.302,0.2034,0.1041,
10,1.0,0.9059,0.8101,0.7093,0.6064,0.5066,0.4116,0.3073,0.2066,0.1042,
10,1.0,0.9025,0.8037,0.7038,0.6027,0.502,0.4037,0.3022,0.2066,0.1055,
10,1.0,0.8979,0.7994,0.6995,0.6003,0.5015,0.4032,0.3001,0.1966,0.0991,
10,1.0,0.9005,0.8032,0.7041,0.6032,0.4994,0.4005,0.301,0.1971,0.0969,
10,1.0,0.8973,0.7919,0.691,0.5901,0.4926,0.3968,0.2954,0.1962,0.0967,
10,1.0,0.9011,0.7997,0.6987,0.6026,0.4976,0.4004,0.2997,0.2022,0.0998,
10,1.0,0.8999,0.7991,0.7057,0.6031,0.4965,0.3953,0.2975,0.1924,0.0925,
10,1.0,0.9041,0.802,0.7037,0.6041,0.4963,0.3979,0.2968,0.1937,0.0951,
10,1.0,0.8986,0.8006,0.6994,0.596,0.4998,0.3939,0.2975,0.2,0.1001,
10,1.0,0.8978,0.7949,0.6906,0.589,0.4924,0.3929,0.2929,0.1912,0.0906,
10,1.0,0.9,0.8042,0.7048,0.6037,0.5073,0.4046,0.3033,0.2026,0.1007,
10,1.0,0.8963,0.8009,0.704,0.6065,0.5031,0.4082,0.3018,0.2009,0.1012,
10,1.0,0.9019,0.8042,0.7084,0.6118,0.5136,0.4136,0.3065,0.211,0.113,
10,1.0,0.9044,0.8059,0.7059,0.6056,0.5051,0.4036,0.3046,0.2044,0.1023,
10,1.0,0.8994,0.8009,0.6979,0.6022,0.5038,0.4043,0.3066,0.2075,0.1084,
10,1.0,0.896,0.7987,0.6939,0.5942,0.4932,0.3892,0.2914,0.1965,0.0949,
10,1.0,0.9003,0.7942,0.6971,0.5954,0.4971,0.3948,0.2972,0.1919,0.0894,
10,1.0,0.9024,0.7997,0.6957,0.5962,0.4994,0.4025,0.3026,0.2066,0.1055,
10,1.0,0.9021,0.8049,0.7015,0.6018,0.5052,0.4028,0.303,0.202,0.1029,
10,1.0,0.9025,0.8047,0.7062,0.6096,0.5164,0.416,0.317,0.2194,0.1215,
10,1.0,0.9034,0.8071,0.7138,0.6157,0.5164,0.4209,0.3206,0.2213,0.1202,
10,1.0,0.8973,0.7987,0.6981,0.5949,0.4977,0.3997,0.3023,0.2024,0.1017,
10,1.0,0.8958,0.7968,0.6973,0.5967,0.4925,0.3924,0.2925,0.1904,0.0892,
10,1.0,0.8996,0.7991,0.7037,0.6057,0.5079,0.4133,0.3143,0.2128,0.1147,
10,1.0,0.8979,0.7964,0.6976,0.5979,0.4971,0.3987,0.3013,0.1975,0.0947,
10,1.0,0.898,0.801,0.6997,0.5953,0.4916,0.3916,0.2948,0.1921,0.089,
10,1.0,0.8948,0.7982,0.6977,0.5979,0.4962,0.3941,0.293,0.1933,0.0942,
10,1.0,0.9017,0.8024,0.6995,0.5958,0.4994,0.4032,0.3051,0.2061,0.1062,
10,1.0,0.9005,0.8013,0.6987,0.6005,0.506,0.4046,0.3051,0.2001,0.1014,
10,1.0,0.9006,0.8042,0.7006,0.6006,0.4967,0.3943,0.2942,0.1963,0.0984,
10,1.0,0.8957,0.7977,0.6988,0.6007,0.5018,0.4038,0.3104,0.2073,0.1085,
10,1.0,0.898,0.8022,0.7021,0.5985,0.4996,0.3922,0.2935,0.1906,0.0886,
10,1.0,0.8986,0.7987,0.6982,0.5981,0.4968,0.3905,0.2877,0.1917,0.0929,
10,1.0,0.8995,0.7997,0.6994,0.599,0.5019,0.4001,0.2951,0.1999,0.0962,
10,1.0,0.8969,0.796,0.6978,0.6008,0.4994,0.4003,0.2968,0.1955,0.0981,
10,1.0,0.9023,0.8093,0.7037,0.6036,0.4967,0.3988,0.2991,0.1993,0.0972,
10,1.0,0.9036,0.7985,0.6939,0.5928,0.4967,0.3954,0.2987,0.2008,0.1025,
10,1.0,0.8989,0.8004,0.6971,0.6001,0.4974,0.398,0.2953,0.1975,0.1032,
10,1.0,0.8981,0.7987,0.6952,0.5923,0.4933,0.3917,0.2883,0.189,0.0924,
10,1.0,0.8976,0.798,0.6978,0.5944,0.4923,0.3871,0.2943,0.1982,0.1,
10,1.0,0.8952,0.7947,0.6976,0.5963,0.4969,0.3949,0.293,0.1966,0.0964,
10,1.0,0.9005,0.7972,0.7004,0.6011,0.5013,0.404,0.3048,0.212,0.1137,
10,1.0,0.8985,0.7976,0.6951,0.5966,0.4988,0.3972,0.2968,0.2012,0.0994,
10,1.0,0.899,0.7974,0.6953,0.5935,0.4948,0.395,0.2988,0.1965,0.0971,
10,1.0,0.8995,0.8012,0.7013,0.6024,0.4989,0.4024,0.3055,0.2031,0.1005,
10,1.0,0.9024,0.8044,0.7069,0.6056,0.499,0.3984,0.2941,0.1932,0.0915,
10,1.0,0.897,0.7997,0.7001,0.6022,0.4985,0.397,0.3008,0.201,0.1037,
10,1.0,0.8962,0.7957,0.6976,0.5995,0.4979,0.3986,0.3,0.203,0.1025,
10,1.0,0.8958,0.7966,0.6978,0.5927,0.4897,0.3932,0.2937,0.1934,0.096,
10,1.0,0.8994,0.8,0.7023,0.6066,0.5072,0.3988,0.296,0.1955,0.093,
10,1.0,0.8954,0.7962,0.6977,0.5968,0.4962,0.3958,0.2938,0.1939,0.0896,
10,1.0,0.8985,0.796,0.6941,0.5949,0.4956,0.3983,0.2984,0.1993,0.0945,
10,1.0,0.903,0.8045,0.7052,0.6016,0.4988,0.3993,0.2974,0.193,0.0949,
10,1.0,0.9022,0.8071,0.7083,0.6092,0.511,0.4108,0.3091,0.2085,0.1093,
10,1.0,0.9021,0.798,0.6993,0.5998,0.507,0.4078,0.3056,0.2084,0.1088,
10,1.0,0.899,0.7946,0.6972,0.5972,0.4984,0.3969,0.2955,0.1974,0.099,
10,1.0,0.8984,0.7957,0.6997,0.6034,0.5074,0.411,0.3056,0.2102,0.1059,
10,1.0,0.9034,0.8034,0.7031,0.6002,0.5008,0.3975,0.2987,0.2018,0.1014,
10,1.0,0.8928,0.7942,0.6978,0.5955,0.4952,0.3932,0.2935,0.1926,0.0923,
10,1.0,0.9028,0.8039,0.7049,0.6107,0.5108,0.4067,0.3097,0.2131,0.1157,
10,1.0,0.8964,0.7962,0.701,0.6022,0.5011,0.3982,0.2944,0.1953,0.0994,
10,1.0,0.9019,0.8065,0.709,0.6097,0.5128,0.4157,0.3133,0.2088,0.1086,
10,1.0,0.9005,0.7982,0.699,0.6059,0.5084,0.4051,0.3003,0.2022,0.1009,
10,1.0,0.9034,0.8024,0.6996,0.6013,0.5035,0.4039,0.2994,0.2013,0.1016,
10,1.0,0.8954,0.796,0.6954,0.5989,0.4926,0.3916,0.2923,0.1882,0.0885,
10,1.0,0.9031,0.8077,0.7108,0.6072,0.5098,0.4136,0.3089,0.203,0.1002,
10,1.0,0.8969,0.8008,0.6981,0.5979,0.4929,0.3937,0.2923,0.1926,0.0914,
10,1.0,0.9022,0.7996,0.6978,0.5965,0.4964,0.3943,0.2977,0.2002,0.0986,
10,1.0,0.8993,0.8025,0.6988,0.5979,0.5021,0.4027,0.3018,0.2053,0.1028,
10,1.0,0.9032,0.8078,0.7063,0.6089,0.5086,0.4097,0.3132,0.2157,0.1157,
10,1.0,0.8991,0.7985,0.6987,0.598,0.4973,0.3964,0.2953,0.1972,0.0988,
10,1.0,0.9022,0.7981,0.6967,0.6031,0.5003,0.3997,0.2974,0.1988,0.0974,
10,1.0,0.8967,0.7958,0.6957,0.5976,0.4965,0.3933,0.293,0.1952,0.0919,
10,1.0,0.9028,0.8018,0.7045,0.602,0.5051,0.406,0.3051,0.2037,0.1049,
10,1.0,0.9046,0.8024,0.7034,0.6053,0.5032,0.3996,0.2999,0.1995,0.0978,
10,1.0,0.9009,0.8025,0.7003,0.598,0.4932,0.3921,0.2929,0.1971,0.097,
10,1.0,0.9018,0.8006,0.704,0.6031,0.4977,0.3987,0.3027,0.2004,0.0974,
10,1.0,0.9004,0.7995,0.6937,0.5891,0.4906,0.3946,0.2934,0.1963,0.0963,
10,1.0,0.9028,0.8042,0.6956,0.5953,0.4982,0.3945,0.2891,0.1922,0.0924,
10,1.0,0.8997,0.8031,0.7017,0.605,0.5001,0.4029,0.2978,0.1997,0.1012,
10,1.0,0.9031,0.8073,0.7059,0.6024,0.4974,0.3935,0.2973,0.198,0.1006,
10,1.0,0.9005,0.8028,0.7056,0.6066,0.5058,0.407,0.3056,0.203,0.1031,
10,1.0,0.9035,0.8007,0.6989,0.5932,0.4944,0.3917,0.2908,0.1951,0.0986,
10,1.0,0.8954,0.7943,0.6933,0.5903,0.4916,0.3856,0.287,0.1871,0.0873,
10,1.0,0.8991,0.8016,0.7029,0.5998,0.4972,0.393,0.2882,0.1874,0.0815,
10,1.0,0.9014,0.798,0.698,0.598,0.4986,0.3998,0.3024,0.2052,0.1047,
10,1.0,0.8996,0.7968,0.6949,0.5917,0.497,0.3926,0.2918,0.1946,0.0975,
10,1.0,0.9004,0.8012,0.7016,0.6047,0.5049,0.406,0.3072,0.208,0.1044,
10,1.0,0.8988,0.7973,0.6954,0.5974,0.495,0.3973,0.2992,0.1996,0.0986,
10,1.0,0.895,0.7925,0.6894,0.5906,0.4952,0.3948,0.2966,0.1961,0.0949,
10,1.0,0.8988,0.7931,0.6928,0.5911,0.4911,0.3907,0.2907,0.1915,0.0921,
10,1.0,0.9033,0.8043,0.7057,0.6081,0.5116,0.4126,0.3188,0.2146,0.1155,
10,1.0,0.9004,0.7978,0.7005,0.5979,0.491,0.3943,0.2952,0.1943,0.0939,
10,1.0,0.8986,0.8,0.6979,0.6048,0.5052,0.3994,0.2958,0.1947,0.0945,
10,1.0,0.8998,0.8006,0.7033,0.601,0.4995,0.3957,0.2933,0.1932,0.0956,
10,1.0,0.8969,0.7968,0.6976,0.5965,0.5043,0.4055,0.3029,0.2057,0.107,
10,1.0,0.8975,0.7954,0.6969,0.5939,0.4949,0.3951,0.2961,0.1993,0.1026,
10,1.0,0.8975,0.8003,0.7022,0.6025,0.5042,0.4029,0.3024,0.207,0.1029,
10,1.0,0.8946,0.7881,0.6873,0.581,0.4784,0.376,0.2784,0.1813,0.0784,
10,1.0,0.897,0.7923,0.697,0.5983,0.4991,0.3984,0.2998,0.1984,0.1018,
10,1.0,0.8999,0.7997,0.6994,0.6003,0.4967,0.3957,0.2937,0.1971,0.0968,
10,1.0,0.8974,0.8008,0.701,0.6033,0.5007,0.3963,0.2967,0.1919,0.092,
10,1.0,0.8992,0.7999,0.699,0.6047,0.5014,0.4041,0.301,0.2015,0.1018,
10,1.0,0.9014,0.7967,0.6966,0.5996,0.4987,0.3987,0.2978,0.1965,0.094,
10,1.0,0.8995,0.7998,0.7016,0.6029,0.5006,0.402,0.3001,0.1957,0.0944,
10,1.0,0.9013,0.7998,0.7055,0.6074,0.5076,0.4085,0.3107,0.2126,0.1113,
10,1.0,0.8969,0.7956,0.7014,0.5975,0.4961,0.3979,0.2973,0.1935,0.0992,
10,1.0,0.9053,0.8078,0.7085,0.6111,0.514,0.4101,0.3133,0.2163,0.1135,
10,1.0,0.901,0.8041,0.7047,0.608,0.5021,0.4011,0.3029,0.202,0.1005,
10,1.0,0.9008,0.8038,0.7058,0.6052,0.5055,0.4045,0.3057,0.205,0.1082,
10,1.0,0.9045,0.8013,0.7044,0.6026,0.5092,0.4064,0.3013,0.1961,0.0959,
10,1.0,0.9001,0.7979,0.6965,0.5967,0.4984,0.4026,0.3061,0.2057,0.1066,
10,1.0,0.9023,0.7988,0.7025,0.6005,0.4956,0.3906,0.2917,0.1923,0.0902,
10,1.0,0.9036,0.8036,0.7026,0.6063,0.5107,0.4125,0.3109,0.2072,0.1113,
10,1.0,0.8992,0.7981,0.6989,0.5991,0.5025,0.3999,0.2993,0.1979,0.0967,
10,1.0,0.9033,0.8032,0.7021,0.6002,0.4967,0.3933,0.2922,0.19,0.0886,
10,1.0,0.9009,0.7995,0.7082,0.6023,0.5052,0.3987,0.2958,0.1928,0.091,
10,1.0,0.8968,0.7974,0.701,0.5957,0.5004,0.4053,0.3096,0.2104,0.1136,
10,1.0,0.9053,0.8053,0.7051,0.6067,0.509,0.4076,0.2998,0.1975,0.1019,
10,1.0,0.8982,0.7917,0.6924,0.5952,0.4933,0.3925,0.2936,0.1952,0.0918,
10,1.0,0.907,0.8072,0.7095,0.609,0.5091,0.4084,0.3106,0.2125,0.1112,
10,1.0,0.907,0.8058,0.7025,0.6056,0.5008,0.397,0.2966,0.198,0.0974,
10,1.0,0.8971,0.7937,0.6944,0.6002,0.5022,0.4015,0.2988,0.1991,0.1026,
10,1.0,0.8992,0.7999,0.7057,0.6113,0.5098,0.4149,0.3168,0.2153,0.1146,
10,1.0,0.8995,0.8018,0.7078,0.6078,0.5125,0.4137,0.3081,0.2097,0.1142,
10,1.0,0.9042,0.8102,0.7144,0.6118,0.5137,0.4127,0.3107,0.2093,0.1097,
10,1.0,0.9025,0.8051,0.7025,0.6014,0.5022,0.4034,0.3049,0.2089,0.1088,
10,1.0,0.9013,0.8026,0.6995,0.5941,0.4933,0.3926,0.2941,0.1949,0.0936,
10,1.0,0.9016,0.7982,0.6995,0.5996,0.4966,0.394,0.2956,0.1954,0.0967,
10,1.0,0.9018,0.7992,0.7013,0.5995,0.4988,0.3986,0.2972,0.1997,0.0987,
10,1.0,0.9008,0.7968,0.6968,0.601,0.4983,0.3948,0.2898,0.1928,0.093,
10,1.0,0.8968,0.7986,0.7007,0.6042,0.5019,0.4051,0.3045,0.2054,0.105,
10,1.0,0.8976,0.8013,0.7,0.598,0.4981,0.4021,0.2951,0.1927,0.0917,
10,1.0,0.9041,0.8026,0.7058,0.6038,0.4996,0.4023,0.3025,0.2067,0.1067,
10,1.0,0.9,0.7963,0.7013,0.602,0.5032,0.4029,0.3031,0.2015,0.1002,
10,1.0,0.8994,0.8014,0.6975,0.602,0.5042,0.4045,0.3058,0.2083,0.1056,
10,1.0,0.9033,0.8123,0.7155,0.6173,0.512,0.4118,0.3145,0.2127,0.1124,
10,1.0,0.907,0.808,0.708,0.6062,0.5072,0.4025,0.2955,0.1894,0.0926,
10,1.0,0.8982,0.7961,0.6936,0.5944,0.4934,0.3931,0.2946,0.1945,0.0926,
10,1.0,0.9039,0.7995,0.6981,0.6008,0.5037,0.4049,0.3087,0.2099,0.1071,
10,1.0,0.8989,0.7992,0.6999,0.6025,0.501,0.3997,0.3,0.2042,0.1047,
10,1.0,0.8999,0.7976,0.6974,0.5956,0.4951,0.3953,0.296,0.1971,0.0966,
10,1.0,0.904,0.8014,0.7076,0.6067,0.5044,0.4008,0.2955,0.1913,0.0927,
10,1.0,0.9015,0.8032,0.7047,0.6043,0.5026,0.4068,0.3068,0.2045,0.1015,
10,1.0,0.8978,0.7991,0.6994,0.5971,0.4987,0.3975,0.2982,0.196,0.1007,
10,1.0,0.9005,0.797,0.6947,0.5941,0.4942,0.3968,0.2944,0.1873,0.0846,
10,1.0,0.902,0.8015,0.7031,0.604,0.5019,0.4009,0.3014,0.1989,0.0985,
10,1.0,0.9039,0.8012,0.6987,0.6001,0.5013,0.3983,0.2997,0.2044,0.1051,
10,1.0,0.9004,0.7959,0.6949,0.6002,0.5017,0.4049,0.3047,0.2101,0.1109,
10,1.0,0.9018,0.8011,0.6993,0.6015,0.503,0.405,0.304,0.2016,0.0998,
10,1.0,0.8975,0.7962,0.6996,0.5985,0.493,0.3906,0.2913,0.191,0.0947,
10,1.0,0.9042,0.8028,0.7063,0.6078,0.5056,0.4084,0.31,0.2121,0.112,
10,1.0,0.9021,0.7998,0.6984,0.5935,0.4922,0.3911,0.2881,0.1849,0.0887,
10,1.0,0.9009,0.8,0.7048,0.602,0.4979,0.3984,0.2957,0.1973,0.0955,
10,1.0,0.902,0.801,0.6966,0.5995,0.5001,0.396,0.2973,0.1987,0.097,
