"(0, 12)","(0, 6)","(0, 18)","(0, 20)","(0, 10)","(0, 1)","(0, 17)","(0, 2)","(0, 16)","(0, 7)","(0, 11)","(0, 14)","(0, 15)","(0, 13)","(0, 8)","(0, 4)","(0, 9)","(0, 3)","(0, 19)","(0, 5)",
1.0,1.0,0.9554,0.9554,0.6074,0.2497,0.2497,0.2497,0.2497,0.2452,0.0906,0.0754,0.0754,0.0308,0.0228,0.0227,0.0227,0.0033,0.0031,0.0016,
1.0,1.0,0.9609,0.9609,0.6009,0.2469,0.2469,0.2469,0.2469,0.2422,0.0907,0.0744,0.0744,0.0278,0.0211,0.0209,0.0209,0.0015,0.0014,0.0,
1.0,1.0,0.9592,0.9592,0.6023,0.2542,0.2542,0.2542,0.2542,0.2497,0.0986,0.0806,0.0806,0.035,0.0272,0.0269,0.0269,0.0062,0.0062,0.0048,
1.0,1.0,0.957,0.957,0.6038,0.2434,0.2434,0.2434,0.2434,0.2384,0.086,0.0687,0.0687,0.0194,0.0128,0.0127,0.0127,0.0,0.0,0.0,
1.0,1.0,0.9606,0.9606,0.6082,0.254,0.254,0.254,0.254,0.2493,0.0921,0.0753,0.0753,0.0288,0.021,0.0208,0.0208,0.0007,0.0005,0.0,
1.0,0.9999,0.961,0.961,0.5945,0.2393,0.2393,0.2393,0.2393,0.235,0.0787,0.0621,0.062,0.0139,0.0062,0.006,0.006,0.0,0.0,0.0,
1.0,1.0,0.9599,0.9599,0.6065,0.2488,0.2488,0.2488,0.2488,0.2444,0.0952,0.0787,0.0787,0.0349,0.0264,0.0262,0.0262,0.0064,0.0063,0.0047,
1.0,1.0,0.958,0.958,0.5975,0.249,0.249,0.249,0.249,0.2439,0.0963,0.078,0.078,0.0327,0.0248,0.0247,0.0247,0.0049,0.0048,0.0035,
1.0,1.0,0.9613,0.9613,0.6017,0.2477,0.2477,0.2477,0.2477,0.2431,0.0906,0.0722,0.0722,0.0281,0.02,0.0199,0.0199,0.0,0.0,0.0,
1.0,1.0,0.9582,0.9582,0.5966,0.2473,0.2473,0.2473,0.2473,0.2425,0.093,0.076,0.076,0.0296,0.0228,0.0226,0.0226,0.0032,0.003,0.0011,
1.0,1.0,0.9594,0.9594,0.6032,0.254,0.254,0.254,0.254,0.2491,0.0968,0.0812,0.0812,0.0361,0.0301,0.0301,0.0301,0.0098,0.0097,0.0082,
1.0,1.0,0.9597,0.9597,0.5984,0.2483,0.2483,0.2483,0.2483,0.2432,0.0926,0.0765,0.0765,0.0293,0.0221,0.0221,0.0221,0.0017,0.0014,0.0,
1.0,0.9999,0.9591,0.9591,0.6047,0.2553,0.2553,0.2553,0.2553,0.25,0.0962,0.0789,0.0789,0.0315,0.0254,0.0252,0.0252,0.0059,0.0057,0.0039,
1.0,1.0,0.9599,0.9599,0.6052,0.255,0.255,0.255,0.255,0.2499,0.0987,0.081,0.081,0.0363,0.0293,0.0291,0.0291,0.008,0.008,0.0066,
1.0,1.0,0.9599,0.9599,0.6017,0.2429,0.2429,0.2429,0.2429,0.2378,0.0883,0.0712,0.0712,0.0272,0.0198,0.0197,0.0197,0.0,0.0,0.0,
1.0,1.0,0.958,0.958,0.6068,0.2456,0.2456,0.2456,0.2456,0.2408,0.0872,0.0715,0.0715,0.0265,0.0188,0.0183,0.0183,0.0,0.0,0.0,
1.0,1.0,0.9623,0.9623,0.6055,0.247,0.247,0.247,0.247,0.2431,0.0891,0.0702,0.0702,0.0245,0.0166,0.0164,0.0164,0.0,0.0,0.0,
1.0,1.0,0.9583,0.9583,0.6036,0.2503,0.2503,0.2503,0.2503,0.2462,0.0967,0.0798,0.0798,0.0344,0.0262,0.026,0.026,0.0053,0.005,0.0037,
1.0,0.9999,0.9575,0.9575,0.6022,0.2575,0.2575,0.2575,0.2575,0.2527,0.1003,0.0835,0.0835,0.0371,0.0275,0.0273,0.0273,0.0071,0.007,0.0051,
1.0,1.0,0.9596,0.9596,0.5867,0.2362,0.2362,0.2362,0.2361,0.2313,0.0778,0.0594,0.0594,0.0124,0.0039,0.0038,0.0038,0.0,0.0,0.0,
1.0,1.0,0.9569,0.9569,0.6049,0.2503,0.2503,0.2503,0.2503,0.2452,0.0954,0.0784,0.0784,0.0312,0.0236,0.0235,0.0235,0.0035,0.0034,0.0017,
1.0,1.0,0.9605,0.9605,0.6106,0.2586,0.2586,0.2586,0.2586,0.2538,0.1038,0.0874,0.0874,0.039,0.0326,0.0322,0.0321,0.0115,0.0115,0.0099,
1.0,1.0,0.9546,0.9546,0.6062,0.256,0.256,0.256,0.256,0.2517,0.101,0.0846,0.0846,0.039,0.0309,0.0306,0.0306,0.0103,0.0103,0.0085,
1.0,1.0,0.9589,0.9589,0.6027,0.2527,0.2527,0.2527,0.2527,0.2472,0.093,0.0764,0.0764,0.0319,0.0248,0.0246,0.0246,0.0039,0.0036,0.0021,
1.0,1.0,0.9533,0.9533,0.6045,0.2522,0.2522,0.2522,0.2522,0.2484,0.0989,0.0814,0.0814,0.0314,0.0243,0.0239,0.0239,0.0035,0.0031,0.002,
1.0,1.0,0.9561,0.9561,0.602,0.2516,0.2516,0.2516,0.2516,0.2465,0.0979,0.0822,0.0822,0.0381,0.0305,0.0304,0.0304,0.0103,0.0102,0.0093,
1.0,1.0,0.9588,0.9588,0.5962,0.2421,0.2421,0.2421,0.2421,0.2367,0.0855,0.0708,0.0708,0.0251,0.0184,0.0181,0.0181,0.0,0.0,0.0,
1.0,1.0,0.9584,0.9584,0.6082,0.2504,0.2504,0.2504,0.2504,0.2453,0.0928,0.0757,0.0757,0.0307,0.022,0.0218,0.0218,0.0017,0.0015,0.0,
1.0,1.0,0.9587,0.9587,0.6022,0.2524,0.2524,0.2524,0.2524,0.2484,0.0929,0.0744,0.0744,0.0279,0.0215,0.0212,0.0212,0.0015,0.0012,0.0,
