"(0, 11)","(0, 19)","(0, 17)","(0, 15)","(0, 1)","(0, 18)","(0, 12)","(0, 3)","(0, 4)","(0, 10)","(0, 6)","(0, 8)","(0, 5)","(0, 20)","(0, 7)","(0, 16)","(0, 9)","(0, 2)","(0, 14)","(0, 13)",
1.0,0.9613,0.9176,0.8787,0.8442,0.8035,0.7627,0.7242,0.6834,0.6416,0.6025,0.5633,0.5219,0.4865,0.4464,0.4034,0.3649,0.3229,0.2858,0.2457,
1.0,0.9618,0.9243,0.8832,0.84,0.8004,0.7563,0.7165,0.6771,0.6355,0.5936,0.5543,0.5148,0.4694,0.4289,0.3917,0.3508,0.3127,0.2746,0.233,
1.0,0.9599,0.92,0.8814,0.841,0.8002,0.7632,0.7243,0.6849,0.6469,0.605,0.5646,0.5271,0.4857,0.4429,0.4052,0.3646,0.3254,0.2882,0.2497,
1.0,0.9601,0.9193,0.8829,0.8408,0.7999,0.7598,0.7223,0.6842,0.6458,0.6037,0.5632,0.526,0.4837,0.4431,0.4011,0.3636,0.3259,0.2869,0.2454,
1.0,0.9622,0.9238,0.8838,0.8457,0.8045,0.7627,0.724,0.6832,0.6419,0.6002,0.5554,0.5138,0.4765,0.4389,0.3982,0.3598,0.3198,0.28,0.2413,
1.0,0.9581,0.9201,0.8798,0.8394,0.8006,0.7562,0.714,0.6746,0.6363,0.5952,0.5562,0.5175,0.4774,0.4353,0.3934,0.3525,0.3154,0.2748,0.2345,
1.0,0.9603,0.921,0.8815,0.8404,0.803,0.7643,0.7239,0.6851,0.6428,0.5996,0.559,0.5212,0.4807,0.4427,0.4003,0.361,0.3236,0.2797,0.2389,
1.0,0.9576,0.916,0.874,0.8365,0.7948,0.7536,0.7132,0.6749,0.638,0.5964,0.557,0.5171,0.4763,0.4334,0.3911,0.3535,0.3165,0.2762,0.2373,
1.0,0.9608,0.9234,0.883,0.8416,0.7988,0.759,0.7195,0.6811,0.6412,0.6013,0.5636,0.5233,0.4835,0.4457,0.4028,0.363,0.3233,0.2863,0.2483,
1.0,0.9588,0.9183,0.8815,0.8406,0.8,0.7594,0.7217,0.6813,0.6428,0.6004,0.5555,0.5166,0.476,0.4361,0.396,0.3543,0.3138,0.2753,0.2372,
1.0,0.9555,0.9167,0.8761,0.8353,0.7957,0.7555,0.7158,0.6782,0.6393,0.6006,0.562,0.5209,0.4852,0.4451,0.4033,0.3651,0.321,0.2797,0.2401,
1.0,0.9557,0.9171,0.88,0.8414,0.8048,0.7695,0.7271,0.6834,0.6449,0.6039,0.5627,0.5237,0.4819,0.443,0.403,0.3584,0.3182,0.2776,0.238,
1.0,0.9628,0.9229,0.8814,0.8398,0.7996,0.7586,0.7205,0.6847,0.6458,0.6033,0.5621,0.5208,0.4805,0.4415,0.404,0.3658,0.3274,0.2841,0.245,
1.0,0.9583,0.9196,0.8795,0.8418,0.8018,0.761,0.722,0.6778,0.6407,0.5993,0.5609,0.5221,0.4806,0.4398,0.3961,0.3555,0.3137,0.2738,0.233,
1.0,0.9595,0.9202,0.8801,0.8412,0.8011,0.7592,0.7176,0.6773,0.6366,0.594,0.5545,0.5166,0.4765,0.4401,0.3955,0.3533,0.311,0.2686,0.2287,
1.0,0.9598,0.9196,0.8789,0.8414,0.7994,0.7617,0.7227,0.6835,0.6424,0.6042,0.5653,0.528,0.487,0.4484,0.4077,0.3704,0.3297,0.2908,0.2503,
1.0,0.9622,0.9251,0.885,0.8439,0.8066,0.7649,0.7262,0.6856,0.6447,0.6058,0.5662,0.5264,0.4856,0.4477,0.4081,0.3671,0.3281,0.2851,0.2428,
1.0,0.9579,0.9174,0.8786,0.8406,0.8008,0.7576,0.7162,0.6757,0.6352,0.5938,0.5545,0.5174,0.4771,0.4376,0.397,0.3533,0.3123,0.2726,0.2329,
1.0,0.9622,0.9213,0.8792,0.8365,0.7978,0.7569,0.7142,0.6781,0.6414,0.602,0.5613,0.5188,0.4773,0.4375,0.4018,0.3598,0.3196,0.2806,0.2396,
1.0,0.9621,0.9226,0.8774,0.8348,0.7986,0.7593,0.7201,0.68,0.6381,0.5984,0.5573,0.5178,0.4792,0.4402,0.4,0.361,0.3182,0.2804,0.24,
1.0,0.9577,0.9153,0.8773,0.8394,0.7986,0.753,0.7145,0.6744,0.6343,0.5921,0.5552,0.5142,0.4766,0.4366,0.3968,0.3574,0.315,0.2761,0.235,
1.0,0.9614,0.9222,0.8776,0.8395,0.7975,0.7593,0.7194,0.6783,0.6398,0.598,0.556,0.5173,0.479,0.4408,0.3991,0.3577,0.3176,0.2753,0.2375,
1.0,0.9612,0.9176,0.8783,0.8432,0.8031,0.7618,0.722,0.6825,0.6417,0.6039,0.5611,0.5231,0.4843,0.4432,0.4036,0.3616,0.3237,0.2822,0.2437,
1.0,0.9569,0.9169,0.8763,0.8347,0.7936,0.7548,0.716,0.6792,0.6376,0.5956,0.5572,0.5219,0.481,0.4427,0.4014,0.3597,0.3212,0.283,0.2448,
1.0,0.9595,0.9141,0.8714,0.8284,0.7875,0.7434,0.7054,0.6661,0.6259,0.5894,0.5482,0.5066,0.4662,0.4266,0.3903,0.3486,0.3071,0.2636,0.2249,
1.0,0.9615,0.9184,0.8769,0.8391,0.7995,0.7576,0.7186,0.6761,0.6353,0.5937,0.5559,0.5122,0.4763,0.4381,0.4013,0.362,0.3205,0.2826,0.2407,
1.0,0.961,0.9206,0.8809,0.8391,0.7976,0.7584,0.7142,0.6714,0.6328,0.5932,0.5551,0.5142,0.473,0.4344,0.395,0.3528,0.3103,0.2705,0.2306,
1.0,0.9617,0.9199,0.8844,0.8448,0.8073,0.7694,0.729,0.6923,0.6531,0.6178,0.5746,0.5341,0.4985,0.4581,0.4211,0.3779,0.3407,0.2985,0.2586,
